id	title	text	genre	age	value
32	The Augean Stables	"His 6th labor was to clean the Augean Stables in one day.

Augean, the King of Elis, had many sheep and cattle. All his sheep and cattle slept in the royal stables. This might sound nice, but the stables had not been cleaned for several years. It was not nice at all! The most horrible smell greeted Hercules when he stuck his nose in the stable door.

Obviously, it would take a great deal of water to wash away all the filth. Hercules used his mighty strength to push the riverbeds of a couple of nearby rivers and change their course, so that the rivers would rush through the stables and clean them out! It was a clever solution. The job was done in just a few hours.

Hercules put most of the river beds back where they were. But he left one babbling brook for the comfort of the animals.

When all of the animals who lived in the stable came home that night from the fields, they found clean beds of hay, warm buckets of oats, and fresh running water. They could not have been more happy."	myth		"cleverness, strength, cooperation"
33	The Cretan Bull	"His 7th labor was to capture the Cretan bull.

The Cretan bull had walked out of the sea. The bull found himself on the island of Crete. It was a beautiful island and a beautiful bull. The island sparkled with sunshine and happy people. The bull was huge, with silvery horns, and snow white skin. They seemed to fit.

There was a tribe of people on the lovely island of Crete. These people, the Minoans, had a favorite sport enjoyed by both boys and girls - bull jumping. Shortly after it arrived, the Cretan bull had been captured to use in the games. But the bull was not happy to be captured. The bull tossed and gored and trampled anyone who tried to leap over it. One day, it escaped.

To the Minoans, bulls were sacred. It was against their religion to kill a bull. They tried to recapture it, without harming it, but they did not succeed. The bull hid during the day. At night, it ripped destruction from one end of the island to the other.

When Hercules finally found the bull, who was hiding in the forest at the far end of the island, the bull threw its head down and pawed the earth. While the bull has its head down, and was not looking, Hercules quickly grabbed the bull by its horns and threw it to the ground. It made the bull dizzy for a minute. Before the bull could recover, Hercules had him tied tightly up with rope. Hercules carried the bull back to King Eury, much to the relief of the Minoan people of ancient Crete."	myth		"beauty, strength, cleverness"
34	The Girdle of Hippolyta	"For his 8th labor, King Eury told Hercules that he had to bring back the golden girdle of the Amazon queen. The Amazons were a tribe of fierce women. They were very warlike. Any men they met, they captured and kept as slaves.

This was not King Eury's idea actually. It was his daughter's. Hera had told her that wearing the girdle would make her as strong as an Amazon. That was pretty strong. King Eury's daughter wanted to wear the girdle. She wanted to be as strong as the Amazon queen. King Eurystheus' daughter did not care that this was an especially difficult mission, even for Hercules. She thought only of herself.

Hercules also thought this might be a difficult labor, but he was surprised. It was not difficult, not at first anyway. Hippolyta, the Amazon queen, had heard tales of the mighty Hercules. She knew Hercules would be a good friend to have in times of war. In the spirit of friendship, she willingly gave the girdle to Hercules to take back to King Eury's daughter.

As Hercules reached for the golden girdle, the Amazon women thought Hercules was reaching for their queen. They attacked him. During the fight, Hippolyta was accidentally killed by her own people. That started a big fight among the Amazon women. While they were fighting among themselves, Hercules managed to escape with the golden girdle.
"	myth		"friendship, deception"
35	The Cattle of Geryon	"His 9th labor was to capture the entire herd of the cattle of Geryon and present the herd to King Eury.

The Geryon was part man and part monster. He had two legs, the size of tree trunks. Three bodies grew from his waist, each with its own head and arms. He was very mean. And very strong. He owned a herd of red oxen that he kept on the island of Erythia. The island helped to protect his cattle from thieves. So did his two-headed dog.

Hercules had to fight the Geryon and his two-headed dog. Finally at last, when both lay quietly, either dead or exhausted (Hercules didn't actually care by then), Hercules herded the nervous red oxen aboard his ship and sailed for home."	myth		"perserverance, strength"
36	The Mares of King Diomedes	"His 10th labor was to capture the mares of King Diomedes.

The mares were horses. The mares were fed on human flesh. Hercules knew he needed help to capture these fearsome animals. Together with some good friends he had made on his travels, Hercules and his band of volunteers journeyed to the land of Thrace.

The mares were gentle. That surprised Hercules. He led one out of the stable. The other mares followed. Things were moving along nicely when Hercules was attacked by King Diomedes and the king's men. In the heat of battle, the king was thrown from his horse. His horse ate him.

When the king's men saw what had happened, they jumped from their horses and ran away. The mares ran after them. Hercules quickly gathered up the fleeing animals. With the help of his volunteers, Hercules muzzled the mares, then led them to King Eury."	myth		"cooperation, teamwork"
37	The Golden Apples of the Hesperides	"His 11th labor was bring the legendary golden apples of the Hesperides back to King Eury.

There was a rumor that the apples were hidden in the garden of the Hesperides. It was rumored that the apples gave immortal life to anyone who ate them, but hardly anyone believed the rumor. In fact, no mortal knew if the legendary golden apples really existed.

The Hesperides were magical creatures who lived a long way away. It took Hercules several months to reach the land of the Hesperides. When he finally reached the garden, he had to slay a dragon who was guarding the garden gate, before he could search for the apples.

The apples were poorly hidden. They were in plain sight, hanging on the apple tree in the center of the garden. It took Hercules no time at all to round them up. Hercules was tempted to take a bite and give himself immortal life. But he had heard another rumor. He had heard that the apples did not give immortal life, but rather, took immortal life away. That was not his goal at all.

Several months later, when he reached home, he gave the apples to King Eury. Eury quickly gave the apples to his wife. His wife returned the apples to the Hesperides with her apologies."	myth		"strength, perserverance"
38	The Capture of Cerberus	"His 12th and final labor was to descend into the underworld, and bring back Cerberus, the three-headed dog who guarded the gate to underworld, home of the powerful god, Hades.

Hercules knew how much Hades loved that fierce, bad tempered dog. Hercules asked Hades' permission to briefly capture Cerberus, and told him why. Hades agreed that Hercules could try, as long as he used no weapons and did not hurt poor Cerberus.

Hercules used his bare hands. He scooped all three heads up at once, and strangled Cerberus until he was unconscious. He gently carried the dog off to King Eury's. Cerberus began to regain consciousness as Hercules approached the king. The king scurried behind his royal throne.

Hercules explained he had to get the dog home right away. King Eury stuck his head out from behind his throne and quickly agreed that Hercules should leave immediately. Hercules promised to be right back.

After Hercules delivered Cerberus safely home, Hercules quickly returned to the palace, eager to be granted immortality. But Hera was nowhere to be found. Neither was King Eury."	myth		strength
39	King Midas and the Golden Touch	"Once upon a time, a long time ago in ancient Greece, there lived a king named Midas. King Midas loved three things more than anything else in the world - his little daughter, his rose garden, and gold. 
One night, while strolling through his rose garden, the king stumbled over a satyr. This satyr looked half-starved and very ill. King Midas brought the satyr into his castle. He made sure the satyr was washed and fed and tucked into bed for a good night's sleep. When the satyr woke up the next morning, his fever was gone. The king and the satyr had quite a nice chat over breakfast. King Midas was surprised to hear that the satyr belonged to the powerful god Dionysus, the god of wine and truth. That very day, the king personally took the satyr home in his very best chariot because the king had a very kind heart.
Dionysus told the king he would grant any one wish the king made to thank him for taking such good care of his friend. The king did not wish anything for his daughter because he had given her everything she wanted and a whole bunch more besides. He did not wish anything for his rose garden because everyone knew he grew the finest roses in all the world. That left gold. King Midas wished that everything he touched would turn to gold.
The king did not have much hope that his wish had been granted, because if it had been granted, his chariot would have turned to gold when he climbed aboard to go home, and it had not. Still, he was happy he had helped the satyr, and not just because the satyr was the servant of a god. When the king arrived back at his castle, he pulled out a chair to sit down at his table. The minute he touched it, the chair turned to gold. He touched the table. He touched a vase. As soon as he touched them, they turned to gold. King Midas raced though his castle. Everything he touched turned to gold! He was so happy. He shouted to his servants to cook him a feast in celebration!
His servants were very fond of King Midas. They knew he was foolish, but he was rather a dear. So they cooked and cooked and served him a feast. That's when the trouble started. Everything looked and smelled so good that King Midas did not wait for his daughter to show up for lunch. He reached out and grabbed a fistful of food. The food made quite a clatter when he dropped it back on the table in shock. It had turned to gold in his fist. He touched other food. Whatever he touched turned to gold. He tried leaning over and ripping a piece of meat with his teeth, but that did not help. The meat turned to gold in his mouth. The king's eyes filled with fear. He knew if he could not eat, he would starve. This was terrible. The king did not know what to do.
King Midas wandered sadly out to his rose garden. His little daughter was in the garden, picking roses. When she saw her father, she ran into his arms for a hug and turned to gold. King Midas hung his head and cried. As his tears fell on his precious roses they turned to gold, but the king did not care. He did not care about his roses or his gold or himself. Dionysus, hear my prayer, the king begged. Take my wish back! Please, take my wish back and save my daughter!
One last time, the king's wish was granted."	myth		"love, friendship, kindness, greed"
40	King Midas and the Donkey Ears	"Once upon a time, a long time ago, Pan, the god of shepherds, challenged Apollo to a musical duel. Pan insisted his flute of reeds could produce a more beautiful melody than Apollo's silly harp. The two agreed on a contest with judges. One of the judges was King Midas.
After hearing the two melodies, all but one of the judges chose Apollo as the winner. But one judge, King Midas, preferred Pan's tune.
Furious that anyone could prefer a reedy pipe to his musical lyre, Apollo cooed, ""I see the problem. It's your ears. They are too small to hear properly. Let me fix that for you.""
King Midas felt his ears quiver. His ears sprang out, and out, and turned into the large furry ears of an ass. King Midas was horrified. He grabbed his ears. ""Pan, help me!"" he cried. But Pan, with a quick nervous glance at Apollo, turned his back.
King Midas tried to hide his ears from his subjects by wearing a variety of huge hats, heavy helmets, and bulky scarves. The only person who saw his ears was his barber. King Midas made his barber promise he would never tell a soul.
His barber kept his word. But keeping such a huge secret to himself was driving him crazy. Finally, the barber went up a mountain and almost to the edge of a cliff. He dug a hole in the midst of some reeds. He looked about, to make sure no one was near. Then, he whispered into the hole, ""King Midas has the ears of an ass. King's aaaass ears! King's aaaass ears!"" Having gotten his secret off his chest, he felt much better. He returned home, sure that he had kept his word.
Unfortunately for King Midas, the barber had dug right into a piece of Echo. You've heard of Echo, right? Pieces of Echo were scattered all over the mountainous kingdom. In fact, pieces of Echo were scattered all over the world.
Although I suppose some people might think it was only the sound of the wind in the reeds, it was really a piece of Echo, whispering over and over, ""King's aaaass ears, king's aaaass ears"".
Sound travels well in the mountains, even whispers. It was not long before the entire kingdom knew the king's secret.
"	myth		appearance
41	Story of the Just Plain Rotten King Tantalus	"Once upon a time, a long time ago, there lived a king named Tantalus. Everyone in his kingdom, including his wife and son, thought he was the most wonderful man in the world. Everyone believed he was a very good king, concerned about his people and their needs. But the truth was, King Tantalus was just plain rotten. He put up a good show, but he was evil.
King Tantalus could care less about his wife or his son or his people. The only thing King Tantalus cared about was himself. He thought his wife and his son and his people were stupid. He thought of himself as the smartest man in the world, much smarter than most of the gods, quite possibly smarter than all of them. Everyone in his kingdom believed there was no way to trick a god. Everyone knew the gods were all-knowing. Everyone, that is, except King Tantalus.
King Tantalus decided to trick the gods into doing something embarrassing, something they would never do, something they would never want anyone knowing about. That would prove he was smarter than any god.
King Tantalus knew there was one thing that the gods would never do. They would never eat human flesh. He was sure of it. Otherwise, there would not be any people left on earth!
King Tantalus decided to invite some of the gods to dinner. For the main course, he had his own son killed and made into a stew. If the gods were all-knowing, they would not eat it, and no harm done. But, if they did eat the stew, King Tantalus could reveal the ""secret"" ingredient, and blackmail the gods forever into giving King Tantalus everything he wanted. He knew the gods would never want a mere mortal to show the world how stupid they really were.
If gods refused to be blackmailed, he would threaten to tell his kingdom the gods had killed his son and made him into a stew. He knew the people would believe him. They always believed him. No one would leave offerings for the gods after that. King Tantalus was so delighted with his idea that he giggled and chuckled and laughed about it for days. The people were pleased to see their king so happy.
When the gods came to dinner, they knew right away what King Tantalus had done. First, they brought his son back to life, stronger and more handsome than ever before. Then, they punished King Tantalus by planting him firmly in the royal garden, next to an apple tree. The gods enchanted his feet so he could not move. They also enchanted the apple tree. Every time the hungry King Tantalus reached for an apple, the apple tree moved the branch just out of reach.
Word soon spread about the kingdom. Anyone who wanted to could peer over the garden wall and see King Tantalus stuck in the ground. The people were upset, no one more than his wife and son. As more and more stories of the rotten ugly things King Tantalus had done came to light, the people turned their backs on the royal gardens. No one came to the king's rescue.
King Tantalus slowly withered away."	myth		"deception, appearance, greed, hubris"
42	Echo and Narcissus	"Echo spotted the most beautiful young man. His name was Narcissus. Echo did something she thought she would never do - she fell in love. But Hera had taken most of her voice. All she do was echo sounds made by others. She could howl like a wolf, but only if a wolf had just howled. She could sing like a breeze through reeds, but only if the reeds sang first. How could she tell Narcissus that she loved him?
One day, she spotted Narcissus looking into a stream. He seemed enchanted by what he saw.  He did not know it was only the reflection of himself.
""Come to me,"" Narcissus begged, looking into the water.
""Come to me,"" Echo echoed eagerly.
Narcissus swung about. ""Who's there?"" he angrily demanded to know.
""Who's there,"" Echo echoed loudly.
""Stop that!"" Narcissus snapped.
""Stop that!"" Echo echoed.
""Let's meet,"" Narcissus said in a much softer voice that he had used so far.
""Let's meet!"" Echo echoed happily. She stepped out from behind a tree.
""Go away,"" Narcissus shouted at her.
""Go away,"" Echo echoed. Echo went sadly away.
Things did not go well for Narcissus after that. Narcissus returned to the stream again and again. He stared at the lovely young man he saw in the water, a young man who was only the reflection of himself.
Hidden from sight, Echo watched Narcissus as he lay by the stream. She repeated everything that Narcissus said. Narcissus ignored her. Day after day he lay by the stream, admiring his own reflection. He stopped eating. He stopped drinking. And finally, he died."	myth		"love, beauty, hubris"
43	Phaethon Son of Helios	"Phaethon was the son of Helios. Both father and son had curly golden hair and sparkling bright eyes. Both bragged about the other all the time.
Helios thought his son was the brightest and bravest kid in the world. Phaethon was equally proud of his Dad. His Dad's job was to bring out the sun each day. If the sun did not come up, the crops would die, and everyone would starve.
Each morning, the Hours, his Dad's servants, would harness four white horses to the most splendid golden chariot, the Sun Chariot.
Each morning, without fail, his Dad would leap aboard his golden Sun Chariot and begin his perilous journey across the sky. No matter how tired he was, his Dad always managed to reach every corner of the earth, to bring light and warmth to all the crops and all the people and everything on earth every single day.
Each evening, Helios would gather his beloved son and his equally beloved wife and daughters, and together they would watch the moon appear in the sky. The next morning, without fail, his Dad would leap again aboard his glowing chariot, and fly off to bring out the sun.
Phaethon bragged about his father to anyone who would listen, and even sometimes to those who were not listening at all. He bragged about the golden chariot. He bragged about the four wild horses. He bragged that one day his father would let him drive the chariot across the sky. Phaethon bragged so much that after a while his friends no longer believed him. They knew his Dad brought up the sun. But they did not believe his Dad would turn over such an important job to a mere boy, not even for one day.
First, his friends began to tease Phaethon. Then, after a while, his friends began to scatter away as Phaethon approached. They were tired of his incessant bragging.
Phaethon begged his father to let him drive. He knew he was ready. He knew he could handle the horses. He knew he could do the job without getting burnt. But mostly, he wanted to prove to his friends that his father trusted him enough to give him the reins. Finally, one evening, exhausted by his son's perpetual pleading, his father said yes."	myth		"perserverance, determination, love"
44	The Sun Chariot	"Phaethon eagerly climbed aboard the golden chariot. He took the reins tightly in his hands. The horses knew at once that the driver was not the capable Helios. They jerked and reared but Phaethon hung tightly to the reins.
Phaethon caught the sun up behind him on his first swing by, and began to drag the sun across the sky. Bursting with pride, he dipped down towards the earth. He wanted his friends to see him. But he flew too close. The hot sun began to dry up oceans and rivers and left deserts in their place.
When Phaethon realized his mistake, his eyes widened with panic. He yanked the reins to pull the horses higher in the sky. The horses reared in anger at being jerked so hard. The reins were ripped from Phaeton's hands. The runaway chariot tore across the sky, burning a trail behind it. The horses slowed finally to an amble, and turned towards home, eager for oats.
High on Mount Olympus, Zeus, the king of all the gods, was had been enjoying his breakfast. Something was wrong. It looked like Helios' horses were headed for home, but it was too early. Could Helios have fallen asleep? Zeus hurled a lightning bolt at the chariot as it flew by to wake Helios up. It hit the side of the chariot with incredible force. The chariot tilted. Someone dropped out of the chariot and fell into the Po River.
Zeus called for his magical horse, Pegasus. They quickly caught up with the sweating horses, who had slowed nearly to stop. Pegasus took the lead. Zeus grabbed the reins. Together, Zeus, Pegasus, and the four white horses finished dragging the sun around the earth. By the time they had tucked the sun in for the night, Zeus was in a raging temper. Zeus roared towards Ethiopia, where Helios kept his palace.
Once Zeus understood that the young boy, Phaethon, had been driving and had probably been what Zeus had noticed dropping out of the chariot into the Po River, Zeus sent Hermes to organize a search party. It was no use. Phaethon had disappeared. No one ever heard from him again.
As for Helios and his family, their sadness was great. Some say his daughters cried so much that Zeus, as punishment for Helios' bad judgment, changed his daughters into the poplar trees that lined the Po River. Some insist it's only the wind, but others say you can still hear them crying even today.
Helios continued to bring out the sun, but his heart wasn't it. He flew too high and let clouds cover the earth. The earth suffered gloomy day after gloomy day. He flew too low, and burned rivers down to creeks.
Finally, Zeus had to intercede. He made Helios give up his job, the job that had made him so proud, and gave the job of bringing out the sun each day to his own son, Apollo. "	myth		"atonement, naivety"
45	"Why Anansi Has
Eight Thin Legs"	"Once upon a time, a long time ago, there lived a spider named Anansi. Anansi's wife was a very good cook. But always, Anansi loved to taste the food that others in the village made for themselves and for their families.
One day, he stopped by Rabbit's house. Rabbit was his good friend.
""There are greens in your pot,"" cried Anansi excitedly. Anansi loved greens.
""They are not quite done,"" said Rabbit. ""But they will be soon. Stay and eat with me.""
""I would love to, Rabbit, but I have some things to do,"" Anansi said hurriedly. If he waited at Rabbit's house, Rabbit would certainly give him jobs to do. ""I know,"" said Anansi. ""I'll spin a web. I'll tie one end around my leg and one end to your pot. When the greens are done, tug on the web, and I'll come running!""
Rabbit thought that was a great idea. And so it was done.
""I smell beans,"" Anansi sniffed excitedly as he ambled along. ""Delicious beans, cooking in a pot.""
""Come eat our beans with us,"" cried the monkeys. ""They are almost done.""
""I would love to Father Monkey,"" said Anansi. And again, Anansi suggested he spin a web, with one end tied around his leg, and one end tied to the big bean pot.
Father Monkey thought that was a great idea. All his children thought so, too. And so it was done.
""I smell sweet potatoes,"" Anansi sniffed happily as he ambled along. ""Sweet potatoes and honey, I do believe!""
""Anansi,"" called his friend Hog. ""My pot is full of sweet potatoes and honey! Come share my food with me.""
""I would love to,"" said Anansi. And again, Anansi suggested he spin a web, with one end tied around his leg, and one end tied to the sweet potato pot.
His friend Hog thought that was a great idea. And so it was done.
By the time Anansi arrived at the river, he had one web tied to each of his eight legs.
""This was a wonderful idea,"" Anansi told himself proudly. ""I wonder whose pot will be ready first?""
Just then, Anansi felt a tug at his leg. ""Ah,"" said Anansi. ""That is the web string tied to Rabbit's greens."" He felt another. And another. Anansi was pulled three ways at once.
""Oh dear,"" said Anansi as he felt the fourth web string pull.
Just then, he felt the fifth web string tug. And the sixth. And the seventh. And the eighth. Anansi was pulled this way and that way, as everyone pulled on the web strings at once. His legs were pulled thinner and thinner. Anansi rolled and tugged himself into the river. When all the webs had washed away, Anansi pulled himself painfully up on shore.
""Oh my, oh my,"" sighed Anansi. ""Perhaps that was not such a good idea after all.""
To this day, Anansi the Spider has eight very thin legs. And he never got any food that day at all."	myth		"sharing, naivety"
46	The Lion's Whisker	"Once upon a time, a long time ago, there lived a young husband and wife in a small village in Africa. For some time now, the husband had not been happy with his marriage. He began to come home late from working in the fields. His wife thought he was the most wonderful man. But she was unhappy, too. His behavior was making her miserable.
Finally, she went to the village elder. The elder was sad to hear her marriage was not a happy one. He had married them only two years before. At the time, he was sure that the marriage would be a good one.
""Of course I will end your marriage if that is what you want,"" he told the young wife, after listening patiently for a while. ""You will be free to marry again. But is that really what you want?""
""I want my husband to be loving,"" she said. ""I want to be loving. We are both miserable.""
""I think I can help you,"" the elder said slowly. ""I can prepare a secret potion that will change your husband into a loving man.""
""Prepare this magic potion at once!"" the young wife cried out excitedly.
""I could make it,"" he said sadly. ""But I am missing an important ingredient. I am too old to get this ingredient for you. You must bring it to me.""
""What do you need?"" the young wife asked eagerly. ""I'll bring it today.""
""I need a single whisker taken from a living lion to make the potion work.""
Her eyes widened in alarm. She bit her bottom lip. She straightened her shoulders. ""I'll get it for you,"" she nodded.
The next morning, the young wife carried a huge piece of raw meat down to the river where lions sometimes came to drink. She hid behind a tree and waited. After waiting many hours, a lion ambled down to the river to have a drink. He sniffed at the raw meat. In three bites, the meat was gone. He raised his mighty head. He knew she there. The young wife held her breath. The mighty lion moved slowly back into the forest and disappeared.
The next day, the young wife came again. This time, the lion appeared quite quickly. This continued for many days. Days became weeks. Each day, the woman crept from her hiding place behind the tree, moving closer and closer to the lion.
At the end of four weeks, she moved quietly next to the lion and sat silently while he ate. Her hand shaking, she reached slowly out and pulled a whisker from his chin. Holding per prize firmly in one hand, she sat frozen until the lion had disappeared back into the forest.
She ran to the elder, waving her whisker. ""I have it,"" she shouted. ""I have it!""
The elder was in awe when he heard her story. ""You do not need magic to change your husband back into the loving man he once was. You are brave enough to pull a whisker from the chin of a living lion. It took cleverness and bravery to do what you have done. Can you not use that same patience and courage and wit with your husband?
""But the potion,"" the young wife said eagerly. ""Would not that work as well?""
""Perhaps,"" the elder told her. ""But it would not last. Trust me, my child. Show your husband each day that you love him. Share his problems. Make him feel welcome. Make him feel wanted and needed. Give him time to change and see what happens.""
The young wife went home and followed the elder's advice. Slowly, her husband began to return from the fields with the other men of the village. He began to look glad to see her. Within a year, their life was a happy one.
"	historical		"love, perserverance, determination, patience, cleverness"
47	Wise Owl	"There is an old saying, ""wise as an owl"".  People are always saying that, but the truth is, owls were not always wise.
Once upon a time, a long time ago, the Everything-Maker was very busy, making all the animals and all the plants and all the rocks and caverns and everything else that covered the earth.
Owl had not yet been made. He had been given a voice. And two eyes. And a head and a body and strong wings. Owl was waiting his turn to be formed. ""I want a long neck like Swan,"" Owl told the Everything-Maker. ""I want red feathers like Cardinal and a beak like Hawk.""
""Yes, yes,"" mumbled the Everything-Maker. ""Whatever you want. But you must wait your turn."" The Everything-Maker looked sharply at Owl. ""Your eyes are open again. You know that no one is allowed to watch me work. Turn around and close your eyes. I have no time for you now. I am busy creating Rabbit.""
The Everything-Maker turned his attention back to Rabbit who was shaking with nervousness. ""And what do you want, little rabbit?"" the Everything-Maker asked encouragingly.
""Long legs and ears,"" Rabbit spoke softly. ""And fangs. Could I possibly have a fang or two? And claws. I would dearly love to have claws!""
The Everything-Maker smiled. ""I think we could manage some claws and fangs."" He smoothed Rabbit's long legs and ears.
""Silly Rabbit!"" Owl hooted loudly. ""Why don't you ask for something useful, like wisdom?""
""This is your last warning, Owl. Be quiet and wait your turn.""
Owl twisted around and glared at the Everything-Maker. ""You have to do it,"" he hooted. ""You have to give us what we ask. I demand wisdom!""
""I warned you, Owl!"" shouted the Everything-Maker. He shoved Owl's head down into his body, which made Owl's neck disappear. He gave Owl a shake, which made Owl's eyes widen in fright. He pulled Owl's ears until they stuck out from his head.
The Everything-Maker snapped his fingers. ""I have made your ears big, the better to listen. I have made your eyes big, the better to see. I have made your neck short, the better to hold up your head. I have packed your head with wisdom, as you have asked. Now, use your wisdom and fly away before you lose what I have given.""
Owl was no longer a fool. He flew quickly away, pouting and hooting.
The Everything-Maker turned back to Rabbit, smiling gently. ""Claws,"" he reminded himself. But Rabbit was gone. Rabbit had hopped hurriedly away, too afraid of the Everything-Maker to stay for his fangs and claws.
As for Owl, Owl knew if he angered the Everything-Maker again, he would lose all that he had gained. Even today, Owl only comes out at night, when the Everything-Maker is fast asleep."	myth		"appearance, patience, greed, naivety"
48	Clever Coyote	"Once upon a time, a long ago, a horrible monster stole all the buffalo from the plains and put them in his mountain hideout.
""There,"" beamed the monster. ""I have enough food to last forever.""
Coyote, a wild dog, called all the people and all the animals together in a great meeting to figure out what they could do. No one had an idea. They were too afraid of the monster to think at all.
""I scouted the monster,"" Coyote spoke up. ""He lives with a very small boy.""
""We cannot hurt a child,"" said one of the people. ""Not even to get back our buffalo.""
""That is understood,"" Coyote nodded. ""But I was thinking .... a small boy must be very lonely with no one love except a horrible monster. I think we should give him a pet to love. When the chance arises, the pet we send can set the buffalo free.""
All the people and all the animals thought that was a marvelous idea.
First, they sent Mouse to win the heart of the small boy. The boy liked Mouse and took him home. But the monster told the boy to send Mouse away. Next, the people sent Killdeer, a bird. But the bird fared no better.
Coyote called another meeting. ""I think,"" Coyote told all the people and all the animals, ""that I must go myself.""
That very day, Coyote set out for the monster's lair. When the boy saw Coyote, his eyes brightened. The boy loved Coyote immediately and took him home. The monster was very angry. ""Get that mangy dog out of here before I eat you both!""
The boy and Coyote ran out of the lair. The boy sat down. He tried not to cry, but a tear ran down one cheek. Coyote licked it away.
""Poor dog,"" sighed the boy. ""I bet you're hungry.""
Coyote put back his head and howled. That is the sound Coyote makes to comfort you.
The buffalo heard Coyote's cry. It frightened them. They began shuffling and stamping their feet the way buffalo do when they are nervous.
The more the boy cried, and the more Coyote howled to make him feel better, the more frightened the buffalo became. One buffalo became so afraid that he began to run. The other buffalo ran after him. They ran and ran until they had scattered all over the plains. The monster ran after the buffalo.
While the monster was gone, Coyote took the small boy to live with the people.
The monster hunted and hunted, but the buffalo had scattered without a trace. Late that night, when the monster returned to his lair, young warriors were waiting. They killed the monster, much to the relief of one small boy and all of the people and all of the animals.
That is why the elders say it is Coyote to whom we owe the buffalo. Even today, the people still give thanks to clever Coyote. If it had not been for the smart head and warm heart of one little dog, that horrible monster would have kept all the buffalo for himself forever."	myth		"cleverness, teamwork, cooperation"
49	"Child of Water
and Little Blue Rock"	"Once upon a time, four monsters lived on the earth. They were horrible monsters. They loved to catch the People and eat them. This did not make them very popular with the People. Whenever the monsters approached, all the People ran away.
One night, a monster stomped up to the wickiup of Child of Water and his mother. Before his mother could stop him, Child of Water challenged the monster to a contest.
""Here are the rules,"" said Child of Water. He carefully explained that he would be on one side and the monster would be on the other. Both sides would have a chance to shoot four arrows at each other, at the same time. Whichever killed the other first would get all the food. ""Do you accept these rules and promise to obey them?"" chanted Child of Water, in the way of the people. Child of Water was only a very small boy. But he knew the chant was binding. It was a promise that must be kept.
""I'll play your silly game,"" laughed the monster. ""First I'll shoot you full of arrows. Then I'll eat you, your mother, and all your food!"" Just thinking about this satisfying treat had the monster smacking his lips hungrily.
As both fighters took their positions, Child of Water leaned down and picked up a turquoise blue rock. The rock was a gift from the gods, a thing of protection. But Child of Water did not know that. While he was looking at his rock, the monster quickly shot four arrows at Child of Water. This was against the rules, but the monster did not care. Much to his surprise, all the monster's arrows missed Child of Water. Quickly, before the monster could do anything else against the rules, Child of Water shot an arrow at the monster. The arrow pierced the monster's heart and killed him dead.
By then, everyone had gathered around. It was obvious that the Devil Dancers were among them. What a noise they made that night rejoicing!
The next day, Child of Water's mother bore a hole in that lucky blue rock. She strung it into a necklace. Ever after, Child of Water wore the blue rock around his neck for love and luck. Over time, Child of Water found many blue rocks. He made a wonderful necklace for his mother, to keep her safe as well.
As time went on, and as Child of Water grew taller, each monster came to challenge him. Each time, wearing his lucky blue rock, each monster's arrows missed Child of Water. But Child of Water's arrows killed each monster, every time, until all the monsters were gone.
As all Apache children know, it is a wise thing to hunt for turquoise blue rocks. If you find one, you too might find yourself some luck."	myth		"confidence, strength"
50	"Andromeda, Perseus, and the sea god, Poseidon"	"Andromeda was the daughter of a king, but she was not spoiled at all. Andromeda was as kind as she was beautiful. She was even more beautiful than her mother, the lovely Cassiopeia. Andromeda lived in a city by the sea. She was very happy. Everything was going along swimmingly until one day Andromeda's mother went too far with her boasting.
Her mother boasted about Andromeda all the time. Her mother insisted she was the most beautiful child ever born, except for Aphrodite, of course. One day, she boasted that Andromeda was more beautiful than any of the gods' daughters.
The trouble started when someone told the Nereids what she had boasted. The Nereids were the daughters of the sea god, Poseidon. Poseidon told his daughters all the time that they were more beautiful than seashells. Who could possibly be more beautiful than seashells? They whined to their father about it, and whined and whined until Poseidon, in a fit of rage, flooded the city by the sea, and sent a huge sea serpent to devour the entire population, thinking that would certainly shut his daughters up.
The people were terrified. The flood had caused great discomfort. Even after the flood waters receded, the monster kept nipping at people.
The king asked a local oracle what he could do to put a stop to things. The oracle told him he had to sacrifice his beloved daughter, Andromeda, if he wanted to save his city. It saddened him greatly, but the king ordered his daughter to be chained to a tree on a cliff that overlooked the sea.
That day, the hero Perseus was out adventuring. He sailed past just as the king's servants were chaining the terrified Andromeda to a tree at the edge of a cliff. Perseus fell in love immediately. As soon as the servants left, Perseus rescued Andromeda, using his magic sickle to cut the chains.
Just then, the giant sea serpent reared its ugly head and reached for Andromeda. Andromeda screamed. Perseus, who was still holding his magic sickle, chopped off the serpent's head. 
Naturally, after that, Andromeda loved Perseus as much as he loved her. Perseus wanted her to sail away with him immediately. But Andromeda was insistent that he first ask her father's permission to marry him. She would not feel right about marrying anyone without it.
Perseus offered the king a deal. If the king would let him marry his daughter, Perseus promised to chop off the sea monster's head. The king thought it a very good joke when he heard that Perseus had already killed the monster. When he heard that Perseus' mother was a princess in the famous and rich city-state of Argos, he was even more pleased. When he heard that Perseus' was half god, and his father was the mighty Zeus, the king of all the gods, the king gladly agreed to the wedding.
After the wedding festivities, Perseus sailed away with Andromeda. They headed for his home in the city-state of Argos, where they lived happily ever after."	myth		"love, beauty, strength, confidence"
